OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,AVLN_EVNTS,AVLN_AFREQ,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_HLRB,AVLN_HLRP,AVLN_HLRR,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,AVLN_RISKV,AVLN_RISKS,AVLN_RISKR,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CFLD_RISKV,CFLD_RISKS,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,CWAV_RISKV,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,DRGT_RISKV,DRGT_RISKS,DRGT_RISKR,ERQK_EVNTS,ERQK_AFREQ,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,ERQK_RISKV,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HAIL_RISKV,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,ISTM_RISKV,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LNDS_RISKV,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,LTNG_RISKV,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,RFLD_RISKV,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,SWND_RISKV,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TRND_RISKV,TRND_RISKS,TRND_RISKR,TSUN_EVNTS,TSUN_AFREQ,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_HLRB,TSUN_HLRP,TSUN_HLRR,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,TSUN_RISKV,TSUN_RISKS,TSUN_RISKR,VLCN_EVNTS,VLCN_AFREQ,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_HLRB,VLCN_HLRP,VLCN_HLRR,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,VLCN_RISKV,VLCN_RISKS,VLCN_RISKR,WFIR_EVNTS,WFIR_AFREQ,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER
44735,T30001000100,Montana,MT,30,Beaverhead,County,1,30001,100,30001000100,1223,1056498867,49185160,4255.642212,714212.0811,60.23997527,Relatively Low,64.26332288,65.26293539,Relatively Moderate,72.10031348,743241.5427,625059.6542,0.010021044,116244.1131,1937.775461,0.000591633,8.19382E-06,3.93976E-05,61.44866947,55.76154688,26.92000008,Relatively Low,0.294670846,19.48999977,Very Low,0.184952978,2.501883984,0.96094209,1,0.016666667,4255.642212,1000000,5,58000000,59000000,0.004748381,0.063654348,Relatively Moderate,79.1396783,0.005304529,61532.53638,61611.67605,37.08987161,Very Low,7.49075E-08,4.33731E-06,46.50499287,59205.25273,16.26248217,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,0.020142243,0.001247198,4255.642212,131472164,68,788800000,1258159.79,921530323.8,2.43155E-07,5.51971E-07,0.001133111,Relatively Moderate,0.433854695,9.1891E-07,10.65935222,24.79171985,35.88492677,43.34382413,Very Low,4.10653E-10,7.51357E-10,5.04049E-07,52.14200155,34.48333651,42.61760929,Very Low,1911,86.86363636,4255.642212,1219346.328,1219346.328,1.21E-05,Very Low,1281.593988,1281.593988,85.22707234,Relatively Low,2.60565E-05,71.5345458,1231.537605,84.60614565,Relatively Low,,0.003028201,4255.642212,1056487000,1239,14372400000,15428887000,0.060530002,0.000534672,Relatively Moderate,193650.9,0.002006058,23270.27254,216921.1725,82.13002325,Relatively Moderate,0.000183295,1.64028E-06,80.80301571,208448.6848,81.98758503,Relatively Moderate,11,0.296733511,4255.642212,1056498867,1223,14186800000,49185160,15292484027,1.09216E-05,7.15154E-08,9.27288E-06,Relatively High,4281.205507,3.10102E-05,359.71868,110.542086,4751.466273,65.24376624,Relatively Low,4.05226E-06,2.53559E-08,2.24747E-06,51.54418594,4565.883929,62.96080483,Relatively Low,0,0,4255.642212,0,0,0,0,0,7.76263E-07,6.07459E-06,5.522E-05,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,0,0.01489,4255.642212,1056498867,1223,14186800000,15243298867,7.27786E-07,2.36381E-06,Relatively High,11.44899167,4.30461E-05,499.3345933,510.783585,17.35440101,Very Low,1.08367E-08,3.51971E-08,53.06763782,490.8334454,15.86830744,Very Low,0,0.01,0.890254094,303129312.9,328.4913357,3810499494,4113628807,0.000722696,9.25019E-05,Relatively Moderate,2190.703172,0.000303861,3524.78605,5715.489222,92.53903718,Relatively High,2.07355E-06,2.48455E-07,91.36055624,5492.254156,90.96109158,Relatively Moderate,183,8.292688568,4255.642212,1056498867,1223,14186800000,15243298867,2.18466E-08,5.37444E-08,Very High,187.1582226,0.000537698,6237.300203,6424.458425,53.81583833,Relatively Moderate,1.77149E-07,4.39655E-07,85.50568393,6173.532503,50.48155247,Relatively Moderate,6,0.25,0.00568759,1465459.492,5.475852426,63519888.14,3918.594841,64989266.23,0.012274779,0.000157287,0.038004555,Relatively High,4497.047848,0.00021532,2497.710144,37.23111329,7031.989106,50.27127322,Relatively Low,4.25656E-06,1.76059E-07,7.56958E-07,48.60722926,6757.334305,48.99752652,Relatively Low,9,0.262760248,4255.642212,1056498867,1223,14186800000,49185160,15292484027,2.30915E-05,3.56039E-07,1.71786E-05,Relatively High,6558.811367,0.00012099,1403.487997,228.9913015,8191.290666,47.75161355,Relatively Low,6.20806E-06,9.89291E-08,4.6557E-06,47.74338416,7871.355968,44.75336536,Relatively Low,6,0.134635803,4255.642212,1056498867,1223,14186800000,49185160,15292484027,3.30206E-05,7.88645E-07,3.79964E-05,Very Low,4696.939827,0.000129858,1506.351398,251.6154248,6454.90665,19.32613066,Very Low,4.44576E-06,1.0618E-07,5.11568E-06,16.72564395,6202.791484,15.03948057,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.001067155,19.8338056,440148358.9,420.4901433,4877685662,14880435.43,5332714456,0.4,0.000685826,0.000221657,Relatively High,408714.8427,0.0005953,6905.477079,3.009707513,415623.3295,97.97842864,Relatively High,0.000386858,4.86754E-07,6.11914E-08,97.09250473,399389.9507,97.70846216,Relatively High,145.3205694,8.998177669,4255.642212,1056498867,1223,14186800000,49185160,15292484027,2.01184E-08,6.66582E-08,2.73E-13,Relatively Moderate,191.0229617,0.000732455,8496.478695,0.000120559,8687.501777,85.44049604,Relatively Moderate,1.80808E-07,5.989E-07,2.451E-12,96.60497452,8348.18611,82.98292346,Relatively Moderate,Mar-23
44736,T30001000200,Montana,MT,30,Beaverhead,County,1,30001,200,30001000200,3936,1047213692,83392383,1363.817305,900929.9956,67.64020359,Relatively Moderate,78.9968652,68.32679616,Relatively Moderate,77.11598746,813142.7303,454974.8815,0.025842346,299771.2163,58396.63252,0.000434462,6.56564E-06,0.000700263,53.66982173,53.73043809,44.90999985,Relatively Moderate,0.573667712,19.48999977,Very Low,0.184952978,2.501883984,1.107960463,1,0.016666667,1363.817305,1000000,5,58000000,59000000,0.004748381,0.063654348,Relatively Moderate,79.1396783,0.005304529,61532.53638,61611.67605,37.08987161,Very Low,7.55717E-08,1.3477E-06,14.26533524,68263.3011,23.82310984,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,0.009189281,0.000568996,1363.817305,10957724,27,313200000,448837.465,324606561.5,2.43155E-07,5.51971E-07,0.001133111,Relatively High,1.419217159,1.18082E-05,136.9748086,353.2519353,491.645961,47.22972497,Relatively Low,1.35523E-09,3.00004E-09,4.23602E-06,55.87171478,544.7242864,46.74760976,Relatively Low,1778,80.81818182,1363.817305,30201173.79,30201173.79,1.21E-05,Very Low,29533.72852,29533.72852,95.42798697,Relatively Moderate,0.000354154,80.47401277,32722.20352,95.27660182,Relatively Moderate,,0.003166135,1363.817305,1047202000,3940,45704000000,46751202000,0.057359536,0.00018709,Relatively Low,190180.3,0.002333862,27072.8004,217253.1004,82.14176668,Relatively Moderate,0.000181606,5.92953E-07,80.20057778,240707.8456,82.74152119,Relatively Moderate,12,0.329329848,1363.817305,1047213692,3936,45657600000,83392383,46788206075,1.09216E-05,7.15154E-08,9.27288E-06,Relatively Moderate,3419.316061,8.23396E-05,955.139217,241.8152228,4616.270501,64.8969563,Relatively Low,3.26516E-06,2.09196E-08,2.89973E-06,49.49977075,5114.645199,64.3128954,Relatively Low,0,0,1363.817305,0,0,0,0,0,7.76263E-07,6.07459E-06,5.522E-05,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,0,0.01489,1363.817305,1047213692,3936,45657600000,46704813692,7.27786E-07,2.36381E-06,Relatively High,11.34837075,0.000138536,1607.01632,1618.364691,40.62233839,Relatively Low,1.08367E-08,3.51971E-08,54.36283004,1793.084091,40.27284208,Relatively Low,0,0.01,0.860533356,219200226.5,701.9984988,8143182586,8362382813,0.000722696,9.25019E-05,Relatively Moderate,1584.151091,0.000649362,7532.602072,9116.753162,96.16168758,Relatively High,1.51273E-06,1.6498E-07,93.84715102,10101.00205,95.95900614,Relatively High,209,9.494296899,1363.817305,1047213692,3936,45657600000,46704813692,2.18466E-08,5.37444E-08,Very High,199.7984693,0.001853091,21495.85981,21695.65828,88.37939172,Relatively High,1.90791E-07,4.70806E-07,88.46084738,24037.93158,87.28557738,Relatively High,6,0.25,4.144729747,67831729.16,310.6563647,3603613831,2927156.447,3674372717,0.012274779,0.000157287,0.038004555,Relatively High,208154.8712,0.012215537,141700.231,27811.31954,377666.4217,96.01193132,Relatively High,0.00019877,3.10354E-06,0.0003335,91.52828992,418439.4633,95.74156876,Relatively High,9,0.246443226,1363.817305,1047213692,3936,45657600000,83392383,46788206075,2.30915E-05,3.56039E-07,1.71786E-05,Relatively High,5609.804974,0.000323991,3758.29191,337.5809573,9705.677841,51.2103079,Relatively Low,5.35689E-06,8.23147E-08,4.0481E-06,41.6230705,10753.50731,50.9834467,Relatively Low,2,0.034611354,1363.817305,1047213692,3936,45657600000,83392383,46788206075,0.000105281,2.39301E-06,4.08678E-05,Very Low,3815.949476,0.000326,3781.605245,117.9576108,7715.512332,22.10061015,Very Low,3.64391E-06,8.28253E-08,1.41449E-06,17.70258991,8548.482612,20.24330495,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.000437746,14.71139188,238649529.1,999.8362157,11598100102,9626772.081,11846376403,0.4,0.000685826,0.000221657,Relatively Low,41728.8123,0.000235598,2732.934841,0.978522722,44462.72566,91.12292343,Relatively Moderate,3.98475E-05,5.98572E-08,1.1734E-08,89.22502468,49262.94209,91.09071017,Relatively Moderate,146.2661056,9.056724805,1363.817305,1047213692,3936,45657600000,83392383,46788206075,2.01184E-08,6.66582E-08,2.73E-13,Relatively Moderate,189.9706771,0.002367692,27465.22428,0.000206198,27655.19516,96.04833596,Relatively High,1.81406E-07,6.01548E-07,2.473E-12,97.4328863,30640.86282,95.83670266,Relatively High,Mar-23
44737,T30001000300,Montana,MT,30,Beaverhead,County,1,30001,300,30001000300,4192,933481130,2999300,9.73707189,897864.7883,67.54863721,Relatively Moderate,78.36990596,65.90530098,Relatively Moderate,73.04075235,756997.7076,485595.1613,0.022873727,265335.2385,6067.307769,0.000520198,5.45652E-06,0.002022908,55.78951077,57.89373543,53.34000015,Relatively Moderate,0.70846395,19.48999977,Very Low,0.184952978,2.501883984,1.186086535,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,0,0,9.73707189,0,0,0,0,0,2.43155E-07,5.51971E-07,0.001133111,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,1659,75.40909091,9.73707189,1363858.945,1363858.945,1.21E-05,Very Low,1244.453123,1244.453123,85.1118609,Relatively Low,0.000414915,81.22994087,1476.029093,85.24592113,Relatively Low,,0.003616352,9.73707189,933467000,4192,48627200000,49560667000,0.106628814,0.000670187,Relatively Moderate,359951.7,0.010159862,117854.3949,477806.0949,86.6641614,Relatively Moderate,0.000385601,2.42363E-06,84.33661366,566719.3757,87.42329829,Relatively Moderate,10,0.276639017,9.73707189,933481130,4192,48627200000,2999300,49563680430,1.09216E-05,7.15154E-08,9.27288E-06,Relatively Moderate,2820.354188,8.29343E-05,962.0383059,7.693923725,3790.086418,62.47398925,Relatively Low,3.02133E-06,1.9784E-08,2.56524E-06,49.85010757,4495.370468,62.79432051,Relatively Low,0,0,9.73707189,0,0,0,0,0,7.76263E-07,6.07459E-06,5.522E-05,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,0,0.01489,9.73707189,933481130,4192,48627200000,49560681130,7.27786E-07,2.36381E-06,Relatively High,10.11588182,0.000147546,1711.537706,1721.653588,42.23178361,Relatively Low,1.08367E-08,3.51971E-08,54.4744339,2042.03014,43.62976886,Relatively Low,0,0.01,0.188379376,100338983.3,591.0977342,6856733716,6957072700,0.000722696,9.25019E-05,Relatively Moderate,725.145737,0.000546777,6342.611878,7067.757615,94.51888516,Relatively High,7.76819E-07,1.30433E-07,93.35925991,8382.972143,94.75302389,Relatively High,185,8.389722833,9.73707189,933481130,4192,48627200000,49560681130,2.18466E-08,5.37444E-08,Very High,171.2204012,0.00189043,21928.99216,22100.21256,88.76031672,Relatively High,1.83421E-07,4.50961E-07,87.48577521,26212.76454,89.00934356,Relatively High,6,0.25,0.651128412,36497173.23,174.0648829,2019152642,505323.6446,2056155139,0.012274779,0.000157287,0.038004555,Relatively High,111998.6839,0.006844528,79396.51949,4801.150061,196196.3534,92.31392536,Relatively High,0.00011998,1.63276E-06,0.001600757,88.62413979,232705.8531,92.44993578,Relatively High,8,0.228378823,9.73707189,933481130,4192,48627200000,2999300,49563680430,2.30915E-05,3.56039E-07,1.71786E-05,Relatively High,4922.808635,0.000340859,3953.965584,11.76695345,8888.541173,49.41042311,Relatively Low,5.2736E-06,8.13118E-08,3.92323E-06,40.84833237,10542.57901,50.58150597,Relatively Low,1,0.000249365,9.73707189,933481130,4192,48627200000,2999300,49563680430,0.014439692,0.000325441,0.002977795,Relatively Low,3361.234364,0.000340196,3946.268448,2.22715297,7309.729965,21.27296881,Very Low,3.60075E-06,8.11535E-08,7.42558E-07,17.96357908,8669.972289,20.47876136,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.000178503,0.570559238,48805428.02,269.7985354,3129663010,321209.1608,3178789647,0.4,0.000685826,0.000221657,Very Low,1465.284069,1.17703E-05,136.5350979,0.016548088,1601.835715,72.00956084,Relatively Low,1.5697E-06,2.80779E-09,5.51732E-09,68.89158432,1899.915773,73.61461257,Relatively Low,145,8.978328173,9.73707189,933481130,4192,48627200000,2999300,49563680430,2.01184E-08,6.66582E-08,2.73E-13,Relatively Moderate,168.6141532,0.002508825,29102.37494,7.34916E-06,29270.9891,96.31608615,Relatively High,1.80629E-07,5.98479E-07,2.45E-12,97.46459356,34717.92605,96.45864054,Relatively High,Mar-23
44738,T30003000100,Montana,MT,30,Big Horn,County,3,30003,100,30003000100,4659,1316262743,20176334,875.0411249,1660153.667,83.4526471,Relatively Moderate,94.04388715,76.66697982,Relatively Moderate,87.46081505,1078362.966,775549.4774,0.021399985,248239.8273,54573.66111,0.000589206,4.59326E-06,0.002704835,56.17469526,66.1347096,81.48000336,Very High,0.940438871,10.60999966,Very Low,0.068965517,2.45343709,1.539512873,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.998572162,0.185670103,875.0411249,1316262462,4658.987646,54044256698,20176334,55380695494,2.43155E-07,5.51971E-07,0.001133111,Relatively Low,59.44941661,0.000477679,5541.082098,4245.259442,9845.790957,77.79434906,Relatively Moderate,4.51653E-08,1.02528E-07,0.000210408,69.97205064,15157.72192,82.11958331,Relatively Moderate,1659,75.40909091,875.0411249,6894005.295,6894005.295,1.21E-05,Very Low,6290.435275,6290.435275,90.76545068,Relatively Low,0.000311773,79.95203442,9684.206081,91.72453979,Relatively Low,,0.000217315,875.0411249,1316248000,4664,54102400000,55418648000,0.010534178,3.60935E-05,Very Low,3013.2,3.65828E-05,424.3605996,3437.5606,24.33943209,Very Low,2.28921E-06,7.85207E-09,13.1444207,5292.168794,31.4857537,Very Low,65,1.899220428,875.0411249,1316262743,4659,54044400000,20176334,55380839077,2.72422E-06,3.13412E-08,1.97947E-06,Relatively Low,7089.393701,0.000293082,3399.750855,75.02112397,10564.16568,74.54415067,Relatively Moderate,5.386E-06,6.29066E-08,3.71827E-06,61.98845534,16263.66905,77.75055891,Relatively Moderate,11.99870954,0.742954151,875.0411249,1316262462,4658.987646,54044256698,20176334,55380695494,7.76263E-07,1.23305E-06,5.522E-05,Relatively High,759.1986816,0.00426854,49515.06699,827.7916379,51102.05731,85.95955563,Relatively High,5.76784E-07,9.16192E-07,4.10279E-05,82.87338234,78672.27505,89.37711078,Relatively High,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,0,0.01489,875.0411249,1316262743,4659,54044400000,55360662743,0.000217137,1.04617E-06,Relatively High,4255.703473,7.25754E-05,841.8748485,5097.578321,66.94910276,Relatively Low,3.23317E-06,1.55775E-08,47.51387706,7847.787445,73.02857646,Relatively Moderate,0,0.01,0.299200568,148398981.9,120.6928515,1400037077,1548436059,0.000522088,4.60525E-05,Relatively Moderate,774.7735948,5.5582E-05,644.7515204,1419.525115,71.01290437,Relatively Moderate,5.88616E-07,1.193E-08,60.11666961,2185.377188,77.54513496,Relatively Moderate,443,20.12891339,875.0411249,1316262743,4659,54044400000,55360662743,1.51082E-08,5.66503E-08,Very High,376.3288001,0.004982728,57799.63925,58175.96805,98.9734191,Very High,2.85907E-07,1.06948E-06,98.72665636,89562.65169,99.45615716,Very High,19,0.791666667,5.583385539,36191377.41,52.09496944,604301645.5,1423462.606,641916485.5,0.022983065,0.000121083,0.038004555,Relatively High,658499.4505,0.004993688,57926.77901,42827.63312,759253.8626,98.16215328,Relatively High,0.00050028,1.07184E-06,0.002122667,95.38835522,1168881.095,98.62412596,Very High,32,0.921193277,875.0411249,1316262743,4659,54044400000,20176334,55380839077,1.00355E-06,7.9295E-07,8.65193E-07,Relatively High,1317.396719,0.00377411,43779.67042,16.00054495,45113.06769,84.39355286,Relatively High,1.00086E-06,8.10069E-07,7.93035E-07,86.38388921,69452.14843,89.05484469,Relatively High,4,0.064646292,875.0411249,1316262743,4659,54044400000,20176334,55380839077,0.000176563,1.05133E-06,8.17396E-05,Very Low,15024.03558,0.000316647,3673.103845,106.6149659,18803.7544,33.22204065,Relatively Low,1.14142E-05,6.79646E-08,5.28416E-06,26.90657293,28948.62195,37.40902821,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.004440775,9.921758201,73368636.74,154.289931,1789763200,1781775.66,1864913612,0.4,0.000466289,0.022540824,Relatively Low,83709.40125,8.22085E-05,953.6185573,171.8087386,84834.82854,93.62848275,Relatively Moderate,6.35963E-05,1.76451E-08,8.51536E-06,90.93741453,130604.3106,94.73077106,Relatively Moderate,73.97808886,4.580686617,875.0411249,1316262462,4658.987646,54044256698,20176334,55380695494,1.1128E-07,5.90673E-07,1.41689E-07,Relatively Moderate,671.145765,0.002046563,23740.12935,13.09626295,24424.37137,95.39657562,Relatively High,5.09887E-07,4.39271E-07,6.4909E-07,95.23334195,37601.63414,96.81896019,Relatively High,Mar-23
