OID_,NRI_ID,STATE_x,STATEABBRV,STATEFIPS,COUNTY_x,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,AVLN_EVNTS,AVLN_AFREQ,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_HLRB,AVLN_HLRP,AVLN_HLRR,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,AVLN_RISKV,AVLN_RISKS,AVLN_RISKR,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CFLD_RISKV,CFLD_RISKS,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,CWAV_RISKV,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,DRGT_RISKV,DRGT_RISKS,DRGT_RISKR,ERQK_EVNTS,ERQK_AFREQ,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,ERQK_RISKV,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HAIL_RISKV,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,ISTM_RISKV,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LNDS_RISKV,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,LTNG_RISKV,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,RFLD_RISKV,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,SWND_RISKV,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TRND_RISKV,TRND_RISKS,TRND_RISKR,TSUN_EVNTS,TSUN_AFREQ,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_HLRB,TSUN_HLRP,TSUN_HLRR,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,TSUN_RISKV,TSUN_RISKS,TSUN_RISKR,VLCN_EVNTS,VLCN_AFREQ,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_HLRB,VLCN_HLRP,VLCN_HLRR,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,VLCN_RISKV,VLCN_RISKS,VLCN_RISKR,WFIR_EVNTS,WFIR_AFREQ,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER,ST,STATE_y,ST_ABBR,STCNTY,COUNTY_y,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,STATE_NAME,CUSTOM_RISK_SCORE
83934,T56001962700,Wyoming,WY,56,Albany,County,1,56001,962700,00000056001,3371,875002799,16834816,249.4352488,614659.7116,55.16577082,Relatively Low,62.5,65.34866242,Relatively Moderate,73.75,745069.8078,208565.2185,0.0297393,344975.8844,191528.7049,0.000238359,8.8221e-06,0.011376941,66.24938347,54.74718166,14.26000023,Very Low,0.10625,66.52999878,Relatively High,1.0,2.693850994,0.824969292,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,36.425537,2.255451207,249.4352488,875002799.0,3371.0,39103600000.0,16834816.0,39995437615.0,2.43155e-07,2.31933e-06,0.001133111,Relatively Low,492.4065,0.018017335,209001.0914,44883.46812,254376.9661,99.55727271,Very High,5.62748e-07,5.3448e-06,0.00266611,99.73459849,209853.1855,99.33763021,Very High,413,18.77272727,249.4352488,0.0,0.0,1.21e-05,No Rating,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,No Rating,,0.000653798,249.4352488,874994000,3371,39103600000.0,39978594000.0,0.03113921,7.9942e-05,Relatively Low,17813.8,0.000176189,2043.787606,19857.58761,60.71705381,Relatively Low,2.03586e-05,5.2266e-08,57.09655448,16381.89998,55.4250107,Relatively Low,85,2.48436721,249.4352488,875002799,3371,39103600000.0,16834816,39995437615.0,5.42536e-07,8.63249e-09,4.30358e-05,Relatively Low,1170.843577,7.18028e-05,832.9130298,1789.906791,3793.663398,62.48809678,Relatively Low,1.3381e-06,2.13002e-08,0.000106322,52.18725385,3129.655807,58.08638158,Relatively Low,0.0,0.0,249.4352488,0.0,0.0,0.0,0.0,0.0,7.76263e-07,1.23305e-06,5.522e-05,No Rating,0.0,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,0.0,0.0,No Rating,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,3,0.029779632,249.4352488,874119878.8,3363.714529,39019088540.0,39893208419.0,5.58408e-06,2.93912e-06,Relatively High,145.35903,0.000294412,3415.181291,3560.540321,59.29689565,Relatively Low,1.66124e-07,8.73367e-08,78.25046257,2937.336427,52.86352022,Relatively Low,0,0.01,0.02910864,8692668.176,53.35131838,618875293.3,627567961.4,0.000547573,3.45155e-05,Relatively Low,47.59871204,1.84145e-05,213.6078571,261.2065691,50.25867657,Relatively Low,5.43984e-08,5.46261e-09,55.2955041,215.4873983,48.48358458,Relatively Low,539,24.48434815,249.4352488,875002799,3371,39103600000.0,39978602799.0,7.57958e-08,4.68414e-08,Very High,1691.852606,0.004006926,46480.34342,48172.19603,98.1852158,Very High,1.93354e-06,1.18865e-06,98.91711887,39740.58244,95.11020604,Very High,9,0.375,9.008226617,60019875.17,64.88177407,752628579.3,10128503.85,822776958.3,1.54874e-05,2.89789e-05,0.038004555,Relatively High,348.5810527,0.000705076,8178.87611,144348.4806,152875.9378,90.37978251,Relatively High,3.98377e-07,2.09159e-07,0.008574402,94.7072363,126117.9541,87.33767778,Relatively Moderate,18,0.509769024,249.4352488,875002799,3371,39103600000.0,16834816,39995437615.0,4.24999e-06,5.70506e-07,2.00924e-06,Relatively High,1886.335321,0.000975788,11319.14008,17.17939209,13222.6548,57.9619332,Relatively Moderate,2.1558e-06,2.89465e-07,1.02047e-06,58.32167503,10908.28416,51.27003758,Relatively Low,4,0.052089922,249.4352488,875002799,3371,39103600000.0,16834816,39995437615.0,0.000561209,2.30403e-05,0.000355091,Very Low,25579.24348,0.004045763,46930.84644,311.3875382,72821.47745,56.10796957,Relatively Moderate,2.92333e-05,1.20017e-06,1.84966e-05,54.16818518,60075.48268,50.37934643,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.001191183,10.64623626,389855430.8,1733.252706,20105731395.0,10544854.04,20506131680.0,0.4,4.42067e-05,0.013579329,Relatively Low,158448.807,7.91207e-05,917.8001941,177.0475895,159543.6548,95.62864923,Relatively High,0.000181084,2.3471e-08,1.05168e-05,94.77007599,131618.6159,94.75693288,Relatively Moderate,101.4563283,6.282125591,249.4352488,875002799.0,3371.0,39103600000.0,16834816.0,39995437615.0,1.8126e-07,4.62252e-07,1.331e-08,Relatively Moderate,940.3912218,0.001348474,15642.29688,1.23490929,16583.92301,92.67797167,Relatively High,1.07473e-06,4.00022e-07,7.33545e-08,94.51464406,13681.22722,89.40327261,Relatively High,Mar-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,42.6858314735
83935,T56001962800,Wyoming,WY,56,Albany,County,1,56001,962800,00000056001,3169,426453602,1091217,3.18961617,417295.5467,41.14422299,Relatively Low,50.0,38.17788947,Relatively Low,41.875,363215.8173,37507.91338,0.027816755,322674.3572,3033.546744,8.79531e-05,8.77777e-06,0.002779967,73.15686873,70.43951862,53.18000031,Relatively Moderate,0.6875,66.52999878,Relatively High,1.0,2.693850994,1.148891449,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,38.0,2.352941176,3.18961617,426453602.0,3169.0,36760400000.0,1091217.0,37187944819.0,2.43155e-07,2.31933e-06,0.001133111,Relatively Low,243.9866486,0.017294031,200610.7576,2909.34133,203764.0855,99.41635155,Very High,5.72129e-07,5.45725e-06,0.002666144,99.83794067,234102.8155,99.42562907,Very High,336,15.27272727,3.18961617,0.0,0.0,1.21e-05,No Rating,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,No Rating,,0.000656466,3.18961617,426443000,3169,36760400000.0,37186843000.0,0.035843431,9.91581e-05,Relatively Low,10034.2,0.000206283,2392.87857,12427.07857,51.48789252,Very Low,2.35294e-05,6.50939e-08,59.99013552,14277.3643,52.5923988,Very Low,84,2.463758223,3.18961617,426453602,3169,36760400000.0,1091217,37187944819.0,5.42536e-07,8.63249e-09,4.30358e-05,Very Low,570.0311687,6.73995e-05,781.833832,115.7016291,1467.56663,48.63686061,Relatively Low,1.33668e-06,2.12684e-08,0.00010603,48.00790021,1686.074752,48.81082624,Relatively Low,0.0,0.0,3.18961617,0.0,0.0,0.0,0.0,0.0,7.76263e-07,1.23305e-06,5.522e-05,No Rating,0.0,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,0.0,0.0,No Rating,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,2,0.029779631,3.18961617,426453602.0,3169.0,36760400000.0,37186853602.0,5.58408e-06,2.93912e-06,Relatively High,70.91576701,0.00027737,3217.487508,3288.403275,57.49361215,Relatively Low,1.66292e-07,8.75259e-08,79.9582954,3778.018404,58.8813181,Relatively Low,0,0.01,0.0,0.0,0.0,0.0,0.0,0.000547573,3.45155e-05,No Rating,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,0.0,No Rating,565,25.65184616,3.18961617,426453602,3169,36760400000.0,37186853602.0,7.57958e-08,4.68414e-08,Very High,895.8872743,0.004115632,47741.32696,48637.21424,98.24630754,Very High,2.10078e-06,1.29872e-06,99.50048514,55878.87954,97.86535697,Very High,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54874e-05,2.89789e-05,0.038004555,No Rating,0.0,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,0.0,0.0,No Rating,18,0.506889582,3.18961617,426453602,3169,36760400000.0,1091217,37187944819.0,4.24999e-06,5.70506e-07,2.00924e-06,Relatively Moderate,918.6996065,0.000916423,10630.50736,1.111364444,11550.31833,54.93704518,Relatively Moderate,2.15428e-06,2.89184e-07,1.01846e-06,60.50011168,13270.06196,55.40598392,Relatively Moderate,0,0.000672258,3.18961617,426453602,3169,36760400000.0,1091217,37187944819.0,0.043138822,0.001774641,0.007646197,Relatively Moderate,12367.3273,0.003780668,43855.75212,5.609089495,56228.6885,51.33139747,Relatively Low,2.90004e-05,1.19302e-06,5.14021e-06,56.08680829,64600.6594,51.76473386,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.00078206,0.193945305,34561168.39,146.9093593,1704148568.0,155713.1,1738865449.0,0.4,4.42067e-05,0.013579329,Relatively Low,11980.88285,5.71414e-06,66.284074,1.703293454,12048.87022,85.23777247,Relatively Moderate,2.80942e-05,1.80314e-09,1.56091e-06,87.11545551,13842.84396,85.39337868,Relatively Moderate,89.0,5.510835913,3.18961617,426453602.0,3169.0,36760400000.0,1091217.0,37187944819.0,1.8126e-07,4.62252e-07,1.331e-08,Relatively Moderate,425.98277,0.001153235,13377.52924,0.080036976,13803.59205,91.01157902,Relatively High,9.98896e-07,3.63911e-07,7.33465e-08,94.82819363,15858.82887,90.96109023,Relatively High,Mar-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,42.7224450265
83936,T56001962900,Wyoming,WY,56,Albany,County,1,56001,962900,00000056001,1705,389073893,106357,2.81040006,241450.1492,22.40165533,Very Low,26.875,21.72769336,Very Low,27.5,220622.0494,31014.42558,0.016291074,188976.4604,631.1634915,7.97135e-05,9.55488e-06,0.005934386,72.08234493,68.04095514,46.70999908,Relatively Moderate,0.5875,66.52999878,Relatively High,1.0,2.693850994,1.094406247,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,38.0,2.352941176,2.81040006,389073893.0,1705.0,19778000000.0,106357.0,20167180250.0,2.43155e-07,2.31933e-06,0.001133111,Relatively Low,222.6006177,0.009304614,107933.5253,283.5630456,108439.689,98.66007469,Relatively High,5.72129e-07,5.45725e-06,0.002666144,99.84498673,118677.073,98.53374875,Relatively High,329,14.95454545,2.81040006,0.0,0.0,1.21e-05,No Rating,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,No Rating,,0.000840717,2.81040006,389063000,1705,19778000000.0,20167063000.0,0.033855635,9.49063e-05,Relatively Low,11073.9,0.000136041,1578.072468,12651.97247,51.86368227,Very Low,2.84622e-05,7.97893e-08,63.39690443,13846.39771,51.96808258,Very Low,84,2.463758223,2.81040006,389073893,1705,19778000000.0,106357,20167180250.0,5.42536e-07,8.63249e-09,4.30358e-05,Very Low,520.0665322,3.62626e-05,420.6458453,11.27702205,951.9893995,42.4883319,Very Low,1.33668e-06,2.12684e-08,0.00010603,45.54848873,1041.863146,41.85297056,Very Low,0.0,0.0,2.81040006,0.0,0.0,0.0,0.0,0.0,7.76263e-07,1.23305e-06,5.522e-05,No Rating,0.0,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,0.0,0.0,No Rating,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,2,0.029779631,2.81040006,389073893.0,1705.0,19778000000.0,20167073893.0,5.58408e-06,2.93912e-06,Relatively High,64.6998253,0.000149232,1731.087473,1795.787298,43.29495727,Relatively Low,1.66292e-07,8.75259e-08,78.69540956,1965.320838,42.60918089,Relatively Low,0,0.01,0.0,0.0,0.0,0.0,0.0,0.000547573,3.45155e-05,No Rating,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,0.0,0.0,0.0,0.0,No Rating,571,25.94835314,2.81040006,389073893,1705,19778000000.0,20167073893.0,7.57958e-08,4.68414e-08,Very High,752.7320026,0.002067852,23987.08116,24739.81317,90.82425941,Relatively High,1.93468e-06,1.21282e-06,99.07044717,27075.40608,89.57714423,Relatively High,9,0.375,0.039272633,30326592.18,133.1844779,1544939943.0,23548.08094,1575290084.0,1.54874e-05,2.89789e-05,0.038004555,Relatively Low,176.1295804,0.001447327,16788.98828,335.6003765,17300.71823,62.48678864,Relatively Low,4.52689e-07,8.48872e-07,0.003155414,82.50463865,18934.01412,62.77886125,Relatively Low,18,0.506889582,2.81040006,389073893,1705,19778000000.0,106357,20167180250.0,4.24999e-06,5.70506e-07,2.00924e-06,Relatively High,838.1733223,0.000493058,5719.474613,0.108320699,6557.756256,43.50760043,Relatively Low,2.15428e-06,2.89184e-07,1.01846e-06,58.78134515,7176.849414,43.03738762,Relatively Low,0,0.000596485,2.81040006,389073893,1705,19778000000.0,106357,20167180250.0,0.048618839,0.002000078,0.008224542,Relatively Moderate,11283.30058,0.002034093,23595.47407,0.521767828,34879.29643,42.71875478,Relatively Low,2.90004e-05,1.19302e-06,4.90582e-06,54.3962568,38172.1199,41.9825905,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.000710097,0.029507295,20207453.67,72.85256841,845089793.5,8318.859009,865305566.0,0.4,4.42067e-05,0.013579329,Relatively Low,5694.178784,2.12683e-06,24.67117576,0.085158008,5718.935118,81.63105134,Relatively Low,1.46352e-05,1.24741e-09,8.00681e-07,83.96418251,6258.83832,81.65223803,Relatively Low,89.0,5.510835913,2.81040006,389073893.0,1705.0,19778000000.0,106357.0,20167180250.0,1.8126e-07,4.62252e-07,1.331e-08,Relatively Moderate,388.6443306,0.000620469,7197.439999,0.007800916,7586.09213,83.40066233,Relatively Moderate,9.98896e-07,3.63911e-07,7.33465e-08,94.10949574,8302.266619,82.89730295,Relatively Moderate,Mar-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,32.232846541
